epoch,train_loss,train_acc,val_loss,val_acc,val_sens,val_spec
0,0.5096189155829193,0.7851622874806801,1.9618462219572903,0.7192982456140351,0.0,0.9999999999878049
1,0.17711229170953288,0.9319938176197836,1.5115933773810404,0.7192982456140351,0.0,0.9999999999878049
2,0.1015539721411637,0.9629057187017002,1.7870019611559416,0.7192982456140351,0.0,0.9999999999878049
3,0.0627872431204529,0.9799072642967542,1.439430360208478,0.7719298245614035,0.18749999999414066,0.9999999999878049
4,0.06007501419627869,0.9783616692426584,2.936164274550321,0.7192982456140351,0.0,0.9999999999878049
5,0.05834599198713047,0.973724884080371,1.3535750414195813,0.7543859649122807,0.12499999999609376,0.9999999999878049
6,0.06842409180321801,0.98145285935085,1.0156627663394862,0.8070175438596491,0.34374999998925787,0.987804878036734
7,0.018763222986162197,0.9953632148377125,1.5671451614614118,0.8070175438596491,0.3124999999902344,0.9999999999878049
8,0.012232093777011115,0.9969088098918083,1.4453807107189245,0.8157894736842105,0.34374999998925787,0.9999999999878049
9,0.006531795310542971,1.0,0.9511447496581495,0.8508771929824561,0.562499999982422,0.9634146341345925
10,0.04726693757782349,0.9829984544049459,0.9200226058039749,0.8245614035087719,0.4062499999873047,0.987804878036734
11,0.03920361144004686,0.9876352395672334,0.9877415456269917,0.8596491228070176,0.562499999982422,0.9756097560856632
12,0.04396415887029131,0.9799072642967542,0.948805898950811,0.8596491228070176,0.5312499999833985,0.987804878036734
13,0.06818677725664798,0.9752704791344667,2.17534045169228,0.7280701754385965,0.03124999999902344,0.9999999999878049
14,0.0254517961840449,0.9922720247295209,0.6490275943488405,0.8947368421052632,0.7187499999775392,0.9634146341345925
15,0.0065456766914432345,0.9984544049459042,0.5815470427797552,0.8859649122807017,0.7187499999775392,0.9512195121835216
16,0.0014724424943742464,1.0,0.5484860874058908,0.8859649122807017,0.7187499999775392,0.9512195121835216
17,0.004489512533547538,0.9984544049459042,0.5477880678678814,0.8947368421052632,0.6874999999785157,0.9756097560856632
18,0.0009242794120186218,1.0,0.5346266784166035,0.8947368421052632,0.6874999999785157,0.9756097560856632
19,0.000666634527998048,1.0,0.5173695934446234,0.9035087719298246,0.7187499999775392,0.9756097560856632
20,0.001506345362583869,1.0,0.4935396156812969,0.9035087719298246,0.7187499999775392,0.9756097560856632
21,0.0009812389522390742,1.0,0.4643184145291646,0.9035087719298246,0.7187499999775392,0.9756097560856632
22,0.0005657629729241386,1.0,0.4462126284314875,0.9122807017543859,0.7499999999765626,0.9756097560856632
23,0.0009196789898367856,1.0,0.43280777596590814,0.9210526315789473,0.781249999975586,0.9756097560856632
24,0.020727926869898276,0.9953632148377125,0.4037114810525325,0.9298245614035088,0.8124999999746094,0.9756097560856632
25,0.03420265035997425,0.9860896445131375,0.6406308360267103,0.8333333333333334,0.8749999999726563,0.817073170721743
26,0.04440907599192855,0.98145285935085,0.2837971014934674,0.9385964912280702,0.8749999999726563,0.9634146341345925
27,0.0033148014513799816,1.0,0.28896007673782215,0.9385964912280702,0.8437499999736329,0.9756097560856632
28,0.004746247778201858,1.0,0.3066530159690924,0.9298245614035088,0.8124999999746094,0.9756097560856632
29,0.004685209368800362,1.0,0.31303960346339044,0.9035087719298246,0.8124999999746094,0.9390243902324509
30,0.0010988059393569275,1.0,0.32933871683321503,0.9122807017543859,0.8437499999736329,0.9390243902324509
31,0.0030715501593132403,1.0,0.3397531078050011,0.9035087719298246,0.8124999999746094,0.9390243902324509
