epoch,train_loss,train_acc,val_loss,val_acc,val_sens,val_spec
0,0.00317057203774958,1.0,0.6289567288599516,0.8421052631578947,0.49999999998437505,0.9756097560856632
1,0.0025544568962508228,1.0,0.5221788627013826,0.8596491228070176,0.562499999982422,0.9756097560856632
2,0.0019770553871741666,1.0,0.45050371686617535,0.8771929824561403,0.6562499999794923,0.9634146341345925
3,0.0011025571968396363,1.0,0.39943181997851324,0.868421052631579,0.6562499999794923,0.9512195121835216
4,0.0018136544711599947,1.0,0.37040458070604426,0.8859649122807017,0.7187499999775392,0.9512195121835216
5,0.0016108196332382824,1.0,0.347975954413414,0.8859649122807017,0.7499999999765626,0.9390243902324509
6,0.0012052201986349931,1.0,0.3310487840259284,0.8859649122807017,0.7499999999765626,0.9390243902324509
7,0.001577001994539058,1.0,0.31947825822913856,0.8947368421052632,0.781249999975586,0.9390243902324509
8,0.001525047314270519,1.0,0.3106950848248967,0.9035087719298246,0.8124999999746094,0.9390243902324509
9,0.0009531591172057307,1.0,0.302020950275555,0.9122807017543859,0.8437499999736329,0.9390243902324509
10,0.013403994121935674,0.9969088098918083,0.2964147052221131,0.9122807017543859,0.8437499999736329,0.9390243902324509
11,0.0014491926114568977,1.0,0.28154703079347027,0.9210526315789473,0.8749999999726563,0.9390243902324509
12,0.0016996426316384095,1.0,0.2757445988817173,0.9210526315789473,0.8749999999726563,0.9390243902324509
13,0.001074259034811391,1.0,0.2732220906437489,0.9210526315789473,0.8749999999726563,0.9390243902324509
14,0.0022221940310119177,1.0,0.27209363701312167,0.9210526315789473,0.8749999999726563,0.9390243902324509
15,0.0005008278472544812,1.0,0.2693745129856101,0.9210526315789473,0.8749999999726563,0.9390243902324509
16,0.0008061603797560808,1.0,0.26805802833354264,0.9210526315789473,0.8749999999726563,0.9390243902324509
17,0.0008768293592025176,1.0,0.26688833371327636,0.9210526315789473,0.8749999999726563,0.9390243902324509
18,0.0015086595680121292,1.0,0.2658005297314702,0.9298245614035088,0.8749999999726563,0.9512195121835216
19,0.0011409440011626694,1.0,0.2662662772886586,0.9298245614035088,0.9062499999716798,0.9390243902324509
20,0.0023774364452282437,1.0,0.26697542054349915,0.9210526315789473,0.8749999999726563,0.9390243902324509
21,0.0010760477538921595,1.0,0.26730271160863994,0.9210526315789473,0.8749999999726563,0.9390243902324509
22,0.0009410481783381477,1.0,0.2667455498063773,0.9210526315789473,0.9062499999716798,0.9268292682813801
23,0.001161699499986192,1.0,0.26639598503447415,0.9210526315789473,0.9062499999716798,0.9268292682813801
