epoch,train_loss,train_acc,val_loss,val_acc,val_sens,val_spec
0,0.5149933208223473,0.7712519319938176,1.2479420879430938,0.7543859649122807,0.12499999999609376,0.9999999999878049
1,0.18333865575480868,0.9459041731066461,1.5368474178146898,0.7280701754385965,0.03124999999902344,0.9999999999878049
2,0.09513474970917797,0.9706336939721792,1.6187070357172113,0.7543859649122807,0.12499999999609376,0.9999999999878049
3,0.09011610907141171,0.9659969088098919,0.6546321725636198,0.8245614035087719,0.4062499999873047,0.987804878036734
4,0.06280371023937945,0.9752704791344667,1.437804468891077,0.8070175438596491,0.3124999999902344,0.9999999999878049
5,0.05487637643283449,0.9783616692426584,1.1819617162671006,0.8157894736842105,0.3749999999882813,0.987804878036734
6,0.05459406950195799,0.9783616692426584,0.3815004888333772,0.8333333333333334,0.5937499999814454,0.9268292682813801
7,0.07626192416805756,0.9706336939721792,0.5717008751735353,0.8245614035087719,0.4687499999853516,0.9634146341345925
8,0.035281888841200836,0.990726429675425,0.7509692530882986,0.8421052631578947,0.4687499999853516,0.987804878036734
9,0.021225161581095796,0.9922720247295209,0.6265901980692881,0.8771929824561403,0.5937499999814454,0.987804878036734
10,0.014221972225945,0.9922720247295209,0.6112032553605866,0.8596491228070176,0.562499999982422,0.9756097560856632
11,0.0034580560346383032,1.0,0.6773497608670017,0.8421052631578947,0.49999999998437505,0.9756097560856632
