epoch,train_loss,train_acc,val_loss,val_acc,val_sens,val_spec
0,0.012505894040305979,1.0,0.8954346911949024,0.8245614035087719,0.3749999999882813,0.9999999999878049
1,0.009282055827666655,0.9984544049459042,0.6715510508470368,0.8333333333333334,0.4062499999873047,0.9999999999878049
2,0.005896903128957684,1.0,0.4392799844867305,0.8508771929824561,0.4687499999853516,0.9999999999878049
3,0.008283305193486133,0.9984544049459042,0.31751979861343116,0.868421052631579,0.5312499999833985,0.9999999999878049
4,0.002923513445614548,1.0,0.24303816415761648,0.9210526315789473,0.7499999999765626,0.987804878036734
5,0.006952348637352863,0.9984544049459042,0.1993754696950578,0.9298245614035088,0.781249999975586,0.987804878036734
6,0.0024030410373004777,1.0,0.1693351915792415,0.9385964912280702,0.8124999999746094,0.987804878036734
7,0.0050440058431971725,1.0,0.14997728731025728,0.9385964912280702,0.8124999999746094,0.987804878036734
8,0.002248733233188321,1.0,0.1418935885293442,0.9473684210526315,0.8437499999736329,0.987804878036734
9,0.00581181533253209,0.9969088098918083,0.1384953185915947,0.9473684210526315,0.8437499999736329,0.987804878036734
10,0.0025704895711894014,1.0,0.13047677899400392,0.9473684210526315,0.8437499999736329,0.987804878036734
11,0.0029652926920073963,1.0,0.11906657570548225,0.9473684210526315,0.8437499999736329,0.987804878036734
12,0.0033177720372733507,1.0,0.11596620599167388,0.956140350877193,0.8749999999726563,0.987804878036734
13,0.0025173930675827737,1.0,0.11784968244140609,0.956140350877193,0.8749999999726563,0.987804878036734
14,0.0013018504427126977,1.0,0.12016750127077103,0.9473684210526315,0.8749999999726563,0.9756097560856632
15,0.0013006741441555978,1.0,0.12027602257174358,0.9385964912280702,0.8749999999726563,0.9634146341345925
16,0.0017986681808459708,1.0,0.12061067108522382,0.9385964912280702,0.8749999999726563,0.9634146341345925
17,0.0020498449308149966,1.0,0.12026093579959451,0.9385964912280702,0.8749999999726563,0.9634146341345925
