threshold,accuracy,sensitivity,specificity,roc_auc,pr_auc,tn,fp,fn,tp,total
0.2,0.9298245614035088,0.9062499999716798,0.9390243902324509,0.9733231707317074,0.9301079963518177,77,5,3,29,114
