threshold,accuracy,sensitivity,specificity,roc_auc,pr_auc,tn,fp,fn,tp,total
0.8,0.9298245614035088,0.8124999999746094,0.9756097560856632,0.974466463414634,0.9321761602365711,80,2,6,26,114
