threshold,accuracy,sensitivity,specificity,roc_auc,pr_auc,tn,fp,fn,tp,total
0.2,0.9210526315789473,0.8749999999726563,0.9390243902324509,0.974466463414634,0.9321761602365711,77,5,4,28,114
